StockCode,Description,Avg_Price,Min_Price,Max_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag
84279B,CHERRY BLOSSOM DECORATIVE FLASK,4.112857142857143,0.0,8.65,548,2264.7200000000003,154,3.74,3.88,4.39,4.0,2.8, Competitive — Monitor
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3.526190476190476,2.95,6.95,605,2263.8700000000003,158,3.12,3.48,3.97,3.52,0.2, Competitive — Monitor
22672,FRENCH BATHROOM SIGN BLUE METAL,1.7722085889570554,1.45,3.36,1393,2263.08,158,1.64,1.79,2.02,1.82,-2.6, Competitive — Monitor
21179,NO JUNK MAIL METAL SIGN,1.4791372549019608,0.38,3.43,2380,2255.44,245,1.27,1.46,1.63,1.45,2.0, Competitive — Monitor
22426,ENAMEL WASH BOWL CREAM,4.327765363128491,0.0,8.47,604,2255.33,179,3.71,4.34,4.85,4.3,0.6, Competitive — Monitor
21786,RAIN HAT WITH RED SPOTS,0.5756538461538461,0.32,0.85,5813,2255.18,242,0.53,0.62,0.64,0.6,-4.1, Competitive — Monitor
84469,ROSE DES PADDED FLOOR CUSHION,5.274130434782609,0.0,14.43,602,2249.41,46,4.74,4.97,6.04,5.25,0.5, Competitive — Monitor
85132C,CHARLIE AND LOLA FIGURES TINS,7.4113,1.95,9.95,542,2249.22,100,6.81,7.62,8.78,7.74,-4.2, Competitive — Monitor
22450,SILK PURSE RUSSIAN DOLL BLUE,3.5117123287671235,0.0,6.77,578,2241.1600000000003,141,3.14,3.45,3.77,3.45,1.8, Competitive — Monitor
22482,BLUE TEA TOWEL CLASSIC DESIGN,1.2425698324022345,1.06,1.25,1894,2239.82,171,1.09,1.17,1.38,1.21,2.7, Competitive — Monitor
21681,GIANT MEDINA STAMPED METAL BOWL ,10.03,0.0,20.38,223,2204.96,80,9.35,9.48,10.74,9.86,1.7, Competitive — Monitor
22398,MAGNETS PACK OF 4 SWALLOWS,1.34895,0.0,2.51,1747,2204.64,194,1.25,1.45,1.54,1.41,-4.3, Competitive — Monitor
22573,STAR WOODEN CHRISTMAS DECORATION,1.0664928909952607,0.72,1.95,2438,2204.08,208,0.98,1.13,1.24,1.12,-4.8, Competitive — Monitor
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,2.728962962962963,0.0,5.06,853,2189.19,132,2.39,2.91,3.25,2.85,-4.2, Competitive — Monitor
22894,TABLECLOTH RED APPLES DESIGN ,8.803846153846154,0.0,16.98,262,2184.4,76,8.0,9.5,9.61,9.04,-2.6, Competitive — Monitor
22744,MAKE YOUR OWN MONSOON CARD KIT,3.3478666666666665,2.55,6.95,641,2182.55,144,2.97,3.19,3.99,3.38,-1.0, Competitive — Monitor
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.838688524590164,0.0,3.04,1327,2180.7799999999997,183,1.58,1.8,1.95,1.78,3.3, Competitive — Monitor
22480,RED TEA TOWEL CLASSIC DESIGN,1.2700938967136148,1.06,2.51,1794,2179.62,203,1.2,1.3,1.45,1.32,-3.8, Competitive — Monitor
21034,REX CASH+CARRY JUMBO SHOPPER,0.9492288961038962,0.0,0.95,2296,2179.2999999999997,1081,0.82,0.95,1.0,0.92,3.2, Competitive — Monitor
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,0.48775862068965514,0.36,1.0,4930,2178.73,225,0.46,0.48,0.58,0.51,-4.4, Competitive — Monitor
21703,BAG 125g SWIRLY MARBLES,0.5003767123287671,0.36,0.85,5323,2178.14,278,0.45,0.49,0.57,0.5,0.1, Competitive — Monitor
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,3.096455696202532,0.0,6.04,706,2176.2900000000004,151,2.69,3.14,3.56,3.13,-1.1, Competitive — Monitor
22518,CHILDS GARDEN BRUSH BLUE,2.4916751269035533,0.0,4.95,1058,2170.9100000000003,194,2.25,2.52,2.93,2.57,-3.0, Competitive — Monitor
21902,"KEY FOB , FRONT  DOOR ",0.6962413793103448,0.0,1.7,3073,2170.7200000000003,276,0.65,0.66,0.75,0.69,0.9, Competitive — Monitor
22536,MAGIC DRAWING SLATE PURDEY,0.465,0.0,0.85,5451,2170.46,225,0.43,0.46,0.49,0.46,1.1, Competitive — Monitor
85049F,BABY BOOM RIBBONS ,1.318529411764706,1.06,2.57,1737,2162.91,233,1.23,1.33,1.56,1.37,-3.8, Competitive — Monitor
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.7435766423357661,1.06,2.57,1829,2162.34,137,1.6,1.76,1.91,1.76,-0.9, Competitive — Monitor
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,2.8045,1.69,4.3,982,2158.7000000000003,119,2.58,2.67,3.0,2.75,2.0, Competitive — Monitor
22292,"SPRING DEC , HANGING CHICK  YELLOW",1.6077685950413223,0.85,2.98,1631,2153.3599999999997,115,1.5,1.67,1.8,1.66,-3.1, Competitive — Monitor
22798,ANTIQUE GLASS DRESSING TABLE POT,3.612666666666667,2.55,5.91,680,2152.56,119,3.16,3.34,4.12,3.54,2.1, Competitive — Monitor
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,3.047066666666667,2.55,5.91,752,2149.76,148,2.74,2.98,3.21,2.98,2.3, Competitive — Monitor
22639,SET OF 4 NAPKIN CHARMS HEARTS,2.6000689655172415,0.0,5.06,867,2144.5299999999997,138,2.27,2.72,2.84,2.61,-0.4, Competitive — Monitor
22525,CHILDRENS GARDEN GLOVES PINK,1.638021978021978,0.0,3.36,1471,2139.69,269,1.55,1.65,1.73,1.64,-0.1, Competitive — Monitor
21112,"SWISS ROLL TOWEL, PINK  SPOTS",3.616923076923077,2.55,6.04,677,2139.07,116,3.42,3.48,4.03,3.64,-0.6, Competitive — Monitor
22844,VINTAGE CREAM DOG FOOD CONTAINER,9.424639175257733,7.65,16.98,245,2135.9,93,8.05,9.72,11.16,9.64,-2.2, Competitive — Monitor
22548,HEADS AND TAILS SPORTING FUN,1.3767469879518073,1.06,2.95,1608,2131.66,237,1.27,1.39,1.65,1.44,-4.4, Competitive — Monitor
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1.0150526315789472,0.72,1.66,2664,2128.98,183,0.96,1.06,1.16,1.06,-4.2, Competitive — Monitor
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.412625,1.85,4.3,1024,2126.4,156,2.09,2.5,2.59,2.39,0.9, Competitive — Monitor
21826,EIGHT PIECE DINOSAUR SET,1.4248945147679324,0.0,2.57,1629,2125.56,223,1.29,1.45,1.69,1.48,-3.7, Competitive — Monitor
21651,HANGING GLASS ETCHED TEALIGHT,1.8186614173228346,0.0,3.43,1283,2119.06,120,1.71,1.82,2.05,1.86,-2.2, Competitive — Monitor
85099b,JUMBO BAG RED RETROSPOT,4.89,4.21,5.06,419,2111.64,25,4.17,4.6,5.25,4.67,4.7, Competitive — Monitor
21211,SET OF 72 SKULL PAPER  DOILIES,1.6119285714285714,1.25,3.04,1526,2101.37,138,1.48,1.55,1.92,1.65,-2.3, Competitive — Monitor
85216,ASSORTED CAKES FRIDGE MAGNETS,2.015904255319149,0.0,7.78,2274,2098.32,186,1.77,1.99,2.35,2.04,-1.2, Competitive — Monitor
21329,DINOSAURS  WRITING SET ,2.055748299319728,0.98,3.43,1162,2095.56,285,1.94,2.09,2.38,2.14,-3.9, Competitive — Monitor
22544,MINI JIGSAW SPACEBOY,0.4993406593406593,0.36,0.85,4976,2090.64,181,0.47,0.5,0.58,0.52,-4.0, Competitive — Monitor
22519,CHILDS GARDEN BRUSH PINK,2.4124598930481285,0.0,4.95,1024,2087.28,183,2.28,2.33,2.61,2.41,0.1, Competitive — Monitor
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1.9270652173913043,0.0,3.43,1194,2085.72,91,1.73,1.77,2.08,1.86,3.6, Competitive — Monitor
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.4867597765363127,1.06,2.57,1653,2082.93,172,1.39,1.49,1.71,1.53,-2.8, Competitive — Monitor
21039,RED SPOTTY SHOPPING BAG,2.947103448275862,2.1,6.04,792,2081.7799999999997,145,2.75,2.85,3.19,2.93,0.6, Competitive — Monitor
84854,GIRLY PINK TOOL SET,6.3643965517241385,0.0,8.65,319,2080.17,114,5.61,6.6,7.1,6.44,-1.2, Competitive — Monitor
40018F,CHERRY DESIGN PAPERLANTERNS,2.2546774193548385,0.0,4.3,1051,2078.88,121,2.1,2.08,2.63,2.27,-0.7, Competitive — Monitor
84670,JAPANESE CROCHETED ANIMAL,0.48049504950495053,0.0,1.7,4542,2077.06,190,0.41,0.49,0.56,0.49,-1.9, Competitive — Monitor
22132,RED LOVE HEART SHAPE CUP,1.1204878048780487,0.72,1.7,2323,2072.48,241,1.02,1.2,1.25,1.16,-3.4, Competitive — Monitor
21507,"ELEPHANT, BIRTHDAY CARD, ",0.4836697247706422,0.36,1.0,4990,2070.12,326,0.42,0.46,0.57,0.48,0.8, Competitive — Monitor
22572,ROCKING HORSE GREEN CHRISTMAS ,1.025324074074074,0.72,1.95,2290,2068.5,204,0.88,1.02,1.21,1.04,-1.4, Competitive — Monitor
84990,60 GOLD AND SILVER FAIRY CAKE CASES,0.6127230046948358,0.0,1.3,3765,2063.29,202,0.53,0.57,0.7,0.6,2.1, Competitive — Monitor
21077,SET/20 WOODLAND PAPER NAPKINS ,0.9142,0.0,1.7,2898,2060.65,194,0.84,0.93,0.99,0.92,-0.6, Competitive — Monitor
21845,DAIRY MAID STRIPE MUG,3.2972839506172846,2.55,6.04,621,2055.81,81,2.91,3.32,3.6,3.28,0.5, Competitive — Monitor
21811,CHRISTMAS HANGING HEART WITH BELL,1.4411046511627907,1.06,2.57,1607,2054.89,153,1.33,1.42,1.58,1.44,0.1, Competitive — Monitor
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,0.4798351648351648,0.36,0.86,5052,2054.67,362,0.41,0.48,0.51,0.47,2.1, Competitive — Monitor
84969,ASSORTED COLOUR SET 6 TEASPOONS,5.227278911564626,4.25,8.65,439,2051.61,145,4.61,5.56,5.7,5.29,-1.2, Competitive — Monitor
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",12.175301204819277,3.95,16.48,242,2051.34,82,11.01,11.58,13.17,11.92,2.1, Competitive — Monitor
21192,WHITE BELL HONEYCOMB PAPER ,2.3132894736842107,1.45,3.43,1096,2049.35,146,2.15,2.14,2.59,2.29,1.0, Competitive — Monitor
22781,GUMBALL MAGAZINE RACK,8.597865168539327,6.75,15.28,266,2046.3600000000001,88,7.58,9.1,10.2,8.96,-4.0, Competitive — Monitor
79323GR,GREEN CHERRY LIGHTS,6.783934426229508,0.0,13.87,-856,2040.8600000000001,122,6.19,6.87,7.23,6.76,0.4, Competitive — Monitor
21354,TOAST ITS - BEST MUM,1.4309160305343511,1.05,2.57,1733,2040.6100000000001,130,1.34,1.52,1.66,1.51,-5.2, Competitive — Monitor
85123a,WHITE HANGING HEART T-LIGHT HOLDER,6.365294117647059,5.91,6.77,305,2039.9099999999999,34,5.8,6.46,7.34,6.53,-2.5, Competitive — Monitor
22176,BLUE OWL SOFT TOY,3.402193548387097,2.55,6.04,681,2038.3200000000002,154,2.97,3.57,3.62,3.39,0.4, Competitive — Monitor
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,5.665443037974684,4.25,11.26,426,2038.29,77,4.83,5.6,6.73,5.72,-1.0, Competitive — Monitor
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.924770992366412,1.45,3.43,1173,2029.3899999999999,246,1.8,2.0,2.19,2.0,-3.8, Competitive — Monitor
22827,GIANT SEVENTEEN DRAWER SIDEBOARD,160.0,145.0,165.0,13,2025.0,12,136.34,170.57,176.73,161.21,-0.8, Competitive — Monitor
21628,TRIANGULAR POUFFE VINTAGE ,22.76684210526316,12.75,30.43,101,2023.6299999999999,57,21.34,23.03,26.49,23.62,-3.6, Competitive — Monitor
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,2.3801777777777775,0.85,4.3,1121,2023.43,223,2.15,2.26,2.59,2.33,2.2, Competitive — Monitor
21123,SET/10 IVORY SPOTTY PARTY CANDLES,1.3183809523809524,1.06,2.51,1616,2022.22,102,1.24,1.27,1.52,1.34,-1.6, Competitive — Monitor
84944,SET OF 6 KASHMIR FOLKART BAUBLES,5.069523809523809,0.0,7.78,908,2020.87,122,4.71,4.83,5.35,4.96,2.2, Competitive — Monitor
90062,CARNIVAL BRACELET,12.669021739130434,2.5,13.03,159,2020.6399999999999,90,12.03,12.16,14.9,13.03,-2.8, Competitive — Monitor
22788,BROCANTE COAT RACK,11.346363636363634,6.78,20.38,263,2020.5,33,10.04,10.99,12.68,11.24,0.9, Competitive — Monitor
84912B,GREEN ROSE WASHBAG,3.6131481481481478,2.0,7.78,825,2019.8,107,3.35,3.65,4.14,3.71,-2.6, Competitive — Monitor
22409,MONEY BOX BISCUITS DESIGN,1.5633333333333332,1.06,2.51,1479,2019.51,116,1.39,1.59,1.69,1.56,0.2, Competitive — Monitor
15044C,PURPLE PAPER PARASOL,3.7868666666666666,2.55,6.04,657,2019.0400000000002,147,3.4,3.74,4.36,3.83,-1.1, Competitive — Monitor
21830,ASSORTED CREEPY CRAWLIES,0.45915730337078653,0.36,0.87,4802,2016.11,174,0.42,0.47,0.54,0.48,-4.3, Competitive — Monitor
47591C,BLUE FAIRY CAKE CHILD'S APRON,2.027682926829268,0.0,4.3,797,2012.43,164,1.9,1.89,2.27,2.02,0.4, Competitive — Monitor
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,3.2156896551724143,0.0,6.04,646,2008.0700000000002,115,3.05,3.0,3.67,3.24,-0.8, Competitive — Monitor
21993,FLORAL FOLK STATIONERY SET,2.9332748538011693,1.25,6.04,964,2003.2,167,2.72,2.78,3.28,2.93,0.1, Competitive — Monitor
84691,PACK 20 DOLLY PEGS,1.017136929460581,0.0,1.7,2434,2000.85,236,0.91,1.02,1.2,1.04,-2.2, Competitive — Monitor
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.7446835443037974,0.0,2.57,1112,1998.73,152,1.56,1.66,1.96,1.73,0.8, Competitive — Monitor
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1.2982242990654205,1.06,2.51,1725,1998.39,103,1.2,1.25,1.53,1.33,-2.4, Competitive — Monitor
21327,SKULLS WRITING SET ,2.0323396226415094,1.45,3.43,1103,1992.8099999999997,258,1.78,2.0,2.38,2.05,-0.9, Competitive — Monitor
22217,T-LIGHT HOLDER HANGING LACE,1.4611510791366906,1.06,2.57,1538,1992.34,136,1.26,1.53,1.62,1.47,-0.6, Competitive — Monitor
21171,BATHROOM METAL SIGN ,1.6366666666666667,0.0,3.43,1312,1988.79,190,1.45,1.51,1.77,1.58,3.6, Competitive — Monitor
22495,SET OF 2 ROUND TINS CAMEMBERT ,3.2935616438356163,2.55,6.95,673,1983.67,143,2.89,3.37,3.66,3.31,-0.5, Competitive — Monitor
21465,PINK FLOWER CROCHET FOOD COVER,4.088392857142857,2.95,7.62,557,1981.5900000000001,111,3.6,4.2,4.8,4.2,-2.7, Competitive — Monitor
22425,ENAMEL COLLANDER CREAM,5.523892617449665,0.0,10.17,390,1977.7800000000002,147,4.82,5.79,5.99,5.53,-0.1, Competitive — Monitor
21808,"CHRISTMAS GARLAND STARS,TREES",3.619056603773585,1.25,7.78,789,1975.2,102,3.09,3.87,4.08,3.68,-1.7, Competitive — Monitor
21948,SET OF 6 CAKE CHOPSTICKS,1.8604032258064516,1.06,2.57,1669,1973.21,123,1.58,1.72,2.18,1.83,1.7, Competitive — Monitor
22959,WRAP CHRISTMAS VILLAGE,0.4122147651006711,0.0,0.42,4800,1973.0,147,0.39,0.39,0.45,0.41,0.5, Competitive — Monitor
22854,CREAM SWEETHEART EGG HOLDER,5.637849462365592,4.25,11.02,402,1972.67,93,5.03,5.99,6.46,5.83,-3.3, Competitive — Monitor
20871,OPULENT VELVET SET/3 CANDLES,2.6390225563909775,0.0,4.3,1042,1971.73,129,2.34,2.62,2.87,2.61,1.1, Competitive — Monitor
84813,SET OF 4 DIAMOND NAPKIN RINGS,12.49031746031746,3.95,25.49,260,1970.71,63,11.47,12.62,13.32,12.47,0.2, Competitive — Monitor
84676,BATH DUCK WATERING CAN,3.09099173553719,0.0,6.04,792,1969.91,121,2.69,3.17,3.61,3.16,-2.2, Competitive — Monitor
22564,ALPHABET STENCIL CRAFT,1.2785632183908047,1.06,2.51,1681,1969.73,171,1.21,1.32,1.36,1.3,-1.6, Competitive — Monitor
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,4.833541666666666,1.95,9.52,559,1965.02,142,4.49,5.17,5.27,4.98,-2.9, Competitive — Monitor
22841,ROUND CAKE TIN VINTAGE GREEN,8.360277777777778,0.0,16.13,249,1956.8600000000001,108,7.18,9.03,9.85,8.69,-3.8, Competitive — Monitor
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,3.5141875,2.55,6.04,640,1956.0200000000002,154,3.13,3.64,3.87,3.55,-1.0, Competitive — Monitor
22310,KNITTED MUG COSY IVORY COLOUR ,2.4521804511278193,1.45,3.43,1121,1955.1299999999999,130,2.3,2.37,2.93,2.53,-3.1, Competitive — Monitor
22757,LARGE RED BABUSHKA NOTEBOOK ,1.5265868263473055,0.0,2.51,1624,1951.3400000000001,160,1.44,1.62,1.83,1.63,-6.3, Competitive — Monitor
21821,GLITTER STAR GARLAND WITH BELLS ,4.821886792452831,3.39,7.78,484,1943.01,101,4.32,4.47,5.26,4.68,3.0, Competitive — Monitor
82578,KITCHEN METAL SIGN,0.6827186761229315,0.0,1.3,3454,1940.89,412,0.62,0.65,0.72,0.66,3.4, Competitive — Monitor
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.9680816326530611,0.85,1.95,2121,1934.58,233,0.84,1.03,1.12,1.0,-3.2, Competitive — Monitor
21682,LARGE MEDINA STAMPED METAL BOWL ,5.14980198019802,4.25,10.17,396,1930.68,101,4.89,4.95,5.76,5.2,-1.0, Competitive — Monitor
21741,COSY SLIPPER SHOES LARGE GREEN,3.806503067484663,2.55,6.04,591,1929.0500000000002,156,3.32,3.64,4.05,3.67,3.7, Competitive — Monitor
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,1.6652023121387283,0.0,7.78,2554,1923.3500000000001,171,1.57,1.57,1.93,1.69,-1.5, Competitive — Monitor
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2.5938848920863307,0.0,5.06,768,1923.06,132,2.37,2.74,2.74,2.62,-1.0, Competitive — Monitor
21538,DAIRY MAID  PUDDING BOWL,3.9207272727272726,0.0,7.78,1321,1920.76,54,3.57,3.92,4.63,4.04,-3.0, Competitive — Monitor
22095,LADS ONLY TISSUE BOX,1.6256725146198832,0.42,2.57,1631,1918.39,165,1.47,1.67,1.74,1.63,-0.3, Competitive — Monitor
21820,GLITTER HEART GARLAND WITH BELLS ,4.3803809523809525,3.39,7.78,504,1918.03,99,3.82,4.2,4.68,4.23,3.6, Competitive — Monitor
84519A,TOMATO CHARLIE+LOLA COASTER SET,3.3379661016949154,2.15,6.04,696,1909.46,117,2.9,3.48,3.59,3.32,0.5, Competitive — Monitor
85162B,BLACK RETRODISC LAMPSHADE,1.8107142857142855,0.0,1.95,1002,1905.15,14,1.58,1.89,2.16,1.88,-3.7, Competitive — Monitor
79341,WILLOW BRANCH LIGHTS.,7.574476190476191,0.0,13.87,142,1904.0900000000001,103,6.58,7.35,8.74,7.56,0.2, Competitive — Monitor
20703,BLUE PADDED SOFT MOBILE,4.2363243243243245,0.0,8.47,413,1899.97,182,3.93,4.18,4.96,4.36,-2.8, Competitive — Monitor
22047,EMPIRE GIFT WRAP,0.417452229299363,0.34,0.42,4650,1899.0,157,0.37,0.4,0.46,0.41,1.8, Competitive — Monitor
22691,DOORMAT WELCOME SUNRISE,8.240490196078431,0.0,16.98,250,1894.0700000000002,101,7.05,8.87,9.07,8.33,-1.1, Competitive — Monitor
21688,SILVER PLATE CANDLE BOWL SMALL,3.4526315789473685,2.95,6.04,613,1891.8800000000003,93,3.27,3.53,3.75,3.52,-1.9, Competitive — Monitor
21692,SILVER LATTICE VANILLA CANDLE POT,3.9833064516129033,0.0,8.65,428,1891.62,109,3.74,4.26,4.47,4.16,-4.2, Competitive — Monitor
21683,MEDIUM MEDINA STAMPED METAL BOWL ,3.2715000000000005,2.55,6.04,651,1885.4800000000002,99,3.08,3.17,3.71,3.32,-1.5, Competitive — Monitor
22780,LIGHT GARLAND BUTTERFILES PINK,4.216428571428572,3.37,4.25,496,1885.04,54,4.0,4.41,4.83,4.41,-4.4, Competitive — Monitor
22741,FUNKY DIVA PEN,1.1096923076923075,0.72,1.66,2174,1884.83,65,0.96,1.16,1.21,1.11,-0.0, Competitive — Monitor
21687,SILVER PLATE CANDLE BOWL LARGE,4.525398230088496,0.0,8.65,442,1882.48,104,4.03,4.66,5.4,4.7,-3.7, Competitive — Monitor
21085,SET/6 WOODLAND PAPER CUPS,0.7491549295774648,0.0,1.7,13713,1873.3300000000002,68,0.69,0.8,0.81,0.77,-2.7, Competitive — Monitor
22076,6 RIBBONS EMPIRE  ,1.9174251497005987,0.0,4.21,1132,1872.8999999999999,161,1.76,1.88,2.29,1.98,-3.2, Competitive — Monitor
21241,GREEN SPOTTY CUP,0.9765283018867924,0.0,1.7,2125,1870.77,262,0.85,0.92,1.03,0.93,5.0, Competitive — Monitor
21091,SET/6 WOODLAND PAPER PLATES,1.0079591836734694,0.0,1.7,13688,1868.7,48,0.94,1.04,1.13,1.04,-3.1, Competitive — Monitor
22779,WOODEN OWLS LIGHT GARLAND ,4.224909090909091,3.37,4.25,483,1859.79,53,3.69,4.38,4.65,4.24,-0.4, Competitive — Monitor
84856S,SMALL TAHITI BEACH BAG,4.837878787878788,0.0,9.52,472,1858.61,33,4.22,4.9,5.41,4.84,-0.0, Competitive — Monitor
22129,PARTY CONES CANDY TREE DECORATION,1.148961038961039,0.72,8.47,2046,1858.5,76,1.04,1.1,1.3,1.15,-0.1, Competitive — Monitor
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,0.9756834532374101,0.0,1.95,2131,1854.28,267,0.89,0.98,1.09,0.99,-1.4, Competitive — Monitor
22325,MOBILE VINTAGE HEARTS ,5.045068493150685,3.36,11.87,419,1854.0300000000002,144,4.58,4.89,5.61,5.03,0.3, Competitive — Monitor
22951,72 CAKE CASES DOLLY GIRL DESIGN,0.6768609865470852,0.42,1.28,3594,1848.9,217,0.58,0.67,0.79,0.68,-0.5, Competitive — Monitor
21659,GLASS CAKE STAND,16.541780821917808,0.0,30.39,103,1846.85,72,15.51,16.93,19.07,17.17,-3.7, Competitive — Monitor
21215, IVORY PAPER CUP CAKE CASES ,0.8285393258426967,0.42,2.13,3373,1844.21,172,0.73,0.86,0.97,0.85,-2.5, Competitive — Monitor
22021,BLUE FELT EASTER EGG BASKET,1.8071005917159761,1.45,3.95,1062,1842.9599999999998,164,1.56,1.73,1.97,1.75,3.3, Competitive — Monitor
85162C,WHITE RETRODISC LAMPSHADE,2.985208333333333,0.0,11.26,833,1841.7,48,2.8,2.94,3.41,3.05,-2.1, Competitive — Monitor
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,5.506918238993711,0.0,12.72,339,1839.06,157,5.21,5.3,6.27,5.59,-1.5, Competitive — Monitor
21408,SPOTTY PINK DUCK DOORSTOP,5.944732824427481,1.98,8.65,427,1838.73,131,5.57,5.66,6.57,5.93,0.2, Competitive — Monitor
22524,CHILDRENS GARDEN GLOVES BLUE,1.5421973094170403,0.0,3.36,1308,1835.5,222,1.44,1.61,1.73,1.59,-3.0, Competitive — Monitor
21012,ANTIQUE ALL GLASS CANDLESTICK,2.3736283185840708,0.65,4.3,1192,1834.55,112,2.17,2.53,2.6,2.43,-2.3, Competitive — Monitor
21657,MILK BOTTLE WITH GLASS STOPPER ,8.466785714285715,0.0,14.74,232,1820.9,110,7.66,8.29,9.07,8.34,1.5, Competitive — Monitor
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.8777611940298508,0.64,1.66,2407,1819.4199999999998,187,0.75,0.91,0.95,0.87,0.9, Competitive — Monitor
84327A,PINK JUMPER LARRY THE LAMB,2.077952755905512,0.0,4.21,956,1817.71,125,1.85,2.21,2.21,2.09,-0.6, Competitive — Monitor
22461,SAVOY ART DECO CLOCK,13.441176470588236,0.0,25.49,106,1816.6999999999998,118,11.93,14.19,15.49,13.87,-3.1, Competitive — Monitor
21519,GIN & TONIC DIET GREETING CARD ,0.49488958990536275,0.36,1.0,4183,1816.21,314,0.43,0.47,0.57,0.49,1.0, Competitive — Monitor
21352,EUCALYPTUS & PINECONE  WREATH,5.571666666666666,1.95,13.87,537,1815.95,95,5.14,5.98,6.64,5.92,-5.9, Competitive — Monitor
21384,IVORY HANGING DECORATION  BUTTERFLY,1.0256050955414011,0.0,1.95,1875,1815.29,153,0.92,1.01,1.19,1.04,-1.4, Competitive — Monitor
85164B,BLACK BAROQUE CUCKOO CLOCK,16.278823529411767,0.0,26.04,124,1812.4299999999998,68,13.97,15.86,17.22,15.68,3.8, Competitive — Monitor
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,10.176944444444445,0.0,34.74,294,1811.3000000000002,36,8.87,9.46,12.04,10.12,0.6, Competitive — Monitor
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1.0061038961038962,0.72,1.66,2082,1807.8899999999999,221,0.92,1.0,1.19,1.04,-3.3, Competitive — Monitor
21421,PORCELAIN ROSE LARGE ,1.5701020408163266,0.0,3.36,1612,1807.3,95,1.35,1.47,1.75,1.52,3.3, Competitive — Monitor
85227,SET/6 3D KIT CARDS FOR KIDS,1.1066533864541832,0.64,1.7,2035,1802.82,239,1.03,1.06,1.26,1.12,-1.2, Competitive — Monitor
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2.383404255319149,0.85,5.06,980,1799.7,44,2.14,2.31,2.85,2.43,-1.9, Competitive — Monitor
21529,RETRO SPOT CERAMIC TOASTRACK,3.941349693251534,0.0,6.04,444,1797.3400000000001,159,3.54,4.14,4.45,4.04,-2.4, Competitive — Monitor
21508,VINTAGE KID DOLLY CARD ,0.49325373134328354,0.36,1.0,4312,1797.18,334,0.45,0.52,0.58,0.52,-5.1, Competitive — Monitor
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1.6233888888888888,1.06,2.57,1406,1796.44,179,1.51,1.57,1.72,1.6,1.5, Competitive — Monitor
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7.7595867768595035,5.95,13.87,246,1794.5,118,6.87,8.2,8.37,7.81,-0.6, Competitive — Monitor
21468,BUTTERFLY CROCHET FOOD COVER,4.009285714285714,2.95,7.78,522,1792.91,80,3.68,4.24,4.47,4.13,-2.9, Competitive — Monitor
21556,CERAMIC STRAWBERRY MONEY BOX,3.186340206185567,0.0,5.91,621,1787.3799999999999,189,2.89,3.32,3.63,3.28,-2.9, Competitive — Monitor
84849D,HOT BATHS SOAP HOLDER,1.9159868421052633,1.45,3.36,1078,1782.93,150,1.68,1.81,2.25,1.91,0.3, Competitive — Monitor
22642,SET OF 4 NAPKIN CHARMS STARS   ,2.4970999999999997,0.0,5.06,731,1780.1599999999999,94,2.34,2.57,2.99,2.63,-5.1, Competitive — Monitor
21829,DINOSAUR KEYRINGS ASSORTED,0.26740890688259106,0.18,0.43,8215,1776.49,244,0.25,0.29,0.3,0.28,-4.5, Competitive — Monitor
21990,MODERN FLORAL STATIONERY SET,2.992986111111111,1.25,6.04,821,1765.78,144,2.74,3.08,3.16,2.99,0.1, Competitive — Monitor
